url1,url2,url1_dir,url2_dir,pair,identical
https://www.pazarama.com/magaza/gsstore,https://www.pazarama.com/magaza/gsstore?sayfa=2,www.pazarama.com/0,www.pazarama.com/1,storestore,True
https://www.pazarama.com/magaza/gsstore,https://www.pazarama.com/magaza/civil,www.pazarama.com/0,www.pazarama.com/2,storestore,True
https://www.pazarama.com/magaza/gsstore,https://www.pazarama.com/magaza/samsung-turkiye,www.pazarama.com/0,www.pazarama.com/3,storestore,True
https://www.pazarama.com/magaza/gsstore,https://www.pazarama.com/magaza/rabi-mobilya,www.pazarama.com/0,www.pazarama.com/4,storestore,True
https://www.pazarama.com/magaza/gsstore,https://www.pazarama.com/magaza/loreal,www.pazarama.com/0,www.pazarama.com/5,storestore,True
https://www.pazarama.com/magaza/gsstore,https://www.pazarama.com/magaza/english-home,www.pazarama.com/0,www.pazarama.com/6,storestore,True
https://www.pazarama.com/magaza/gsstore,https://www.pazarama.com/magaza/mamma-turkiye,www.pazarama.com/0,www.pazarama.com/7,storestore,True
https://www.pazarama.com/magaza/gsstore,https://www.pazarama.com/magaza/kraft-baby,www.pazarama.com/0,www.pazarama.com/8,storestore,True
https://www.pazarama.com/magaza/gsstore,https://www.pazarama.com/banyo-ve-tuvalet-k-K01001,www.pazarama.com/0,www.pazarama.com/9,storecat,False
https://www.pazarama.com/magaza/gsstore,https://www.pazarama.com/body-zibin-k-K01064,www.pazarama.com/0,www.pazarama.com/10,storecat,False
https://www.pazarama.com/magaza/gsstore,https://www.pazarama.com/boyun-yastiklari-k-K12245,www.pazarama.com/0,www.pazarama.com/11,storecat,False
https://www.pazarama.com/magaza/gsstore,https://www.pazarama.com/kitap-dergi-k-k06002,www.pazarama.com/0,www.pazarama.com/12,storecat,False
https://www.pazarama.com/magaza/gsstore,https://www.pazarama.com/dijital-servisler-k-K09001,www.pazarama.com/0,www.pazarama.com/13,storecat,False
https://www.pazarama.com/magaza/gsstore,https://www.pazarama.com/erkek-cocuk-takim-k-K08015,www.pazarama.com/0,www.pazarama.com/14,storecat,False
https://www.pazarama.com/magaza/gsstore,https://www.pazarama.com/televizyon-ve-ses-sistemleri-k-K04170,www.pazarama.com/0,www.pazarama.com/15,storecat,False
https://www.pazarama.com/magaza/gsstore,https://www.pazarama.com/kiz-cocuk-sweatshirt-k-K08059,www.pazarama.com/0,www.pazarama.com/16,storecat,False
https://www.pazarama.com/magaza/gsstore,https://www.pazarama.com/erkek-k-K08061,www.pazarama.com/0,www.pazarama.com/17,storecat,False
https://www.pazarama.com/magaza/gsstore,https://www.pazarama.com/sapka-bere-kulaklik-k-K02141,www.pazarama.com/0,www.pazarama.com/18,storecat,False
https://www.pazarama.com/magaza/gsstore,https://www.pazarama.com/bebek-tisort-k-K01083,www.pazarama.com/0,www.pazarama.com/19,storecat,False
https://www.pazarama.com/magaza/gsstore,https://www.pazarama.com/bebek-pantolon-sort-k-K01077,www.pazarama.com/0,www.pazarama.com/20,storecat,False
https://www.pazarama.com/magaza/gsstore,https://www.pazarama.com/spor-ve-outdoor-k-K10,www.pazarama.com/0,www.pazarama.com/21,storecat,False
https://www.pazarama.com/magaza/gsstore,https://www.pazarama.com/taraftar-tisort-sweatshirt-k-K10391,www.pazarama.com/0,www.pazarama.com/22,storecat,False
https://www.pazarama.com/magaza/gsstore,https://www.pazarama.com/nintendo-switch-konsol-k-K09040,www.pazarama.com/0,www.pazarama.com/23,storecat,False
https://www.pazarama.com/magaza/gsstore,https://www.pazarama.com/moda-k-K08,www.pazarama.com/0,www.pazarama.com/24,storecat,False
https://www.pazarama.com/magaza/gsstore,https://www.pazarama.com/kadin-tisort-k-K08185,www.pazarama.com/0,www.pazarama.com/25,storecat,False
https://www.pazarama.com/magaza/gsstore,https://www.pazarama.com/gida-k-K11047,www.pazarama.com/0,www.pazarama.com/26,storecat,False
https://www.pazarama.com/magaza/gsstore,https://www.pazarama.com/kisisel-bakim-ve-kozmetik-k-K07,www.pazarama.com/0,www.pazarama.com/27,storecat,False
https://www.pazarama.com/magaza/gsstore,https://www.pazarama.com/hamile-giyim-k-K01168,www.pazarama.com/0,www.pazarama.com/28,storecat,False
https://www.pazarama.com/magaza/gsstore,https://www.pazarama.com/hali-saha-ayakkabilari-k-K10007,www.pazarama.com/0,www.pazarama.com/29,storecat,False
https://www.pazarama.com/magaza/gsstore,https://www.pazarama.com/bebek-giyim-k-K01059,www.pazarama.com/0,www.pazarama.com/30,storecat,False
https://www.pazarama.com/magaza/gsstore,https://www.pazarama.com/erkek-kazak-k-K08087,www.pazarama.com/0,www.pazarama.com/31,storecat,False
https://www.pazarama.com/magaza/gsstore,https://www.pazarama.com/oto-lastikler-20555r16-k-K12641,www.pazarama.com/0,www.pazarama.com/32,storecat,False
https://www.pazarama.com/magaza/gsstore,https://www.pazarama.com/motosiklet-k-K12001,www.pazarama.com/0,www.pazarama.com/33,storecat,False
https://www.pazarama.com/magaza/gsstore,https://www.pazarama.com/emsan,www.pazarama.com/0,www.pazarama.com/34,storecat,False
https://www.pazarama.com/magaza/gsstore,https://www.pazarama.com/arac-ici-kameralar-k-K12325,www.pazarama.com/0,www.pazarama.com/35,storecat,False
https://www.pazarama.com/magaza/gsstore,https://www.pazarama.com/penti,www.pazarama.com/0,www.pazarama.com/36,storecat,False
https://www.pazarama.com/magaza/gsstore,https://www.pazarama.com/beyaz-esyalar-k-K04003,www.pazarama.com/0,www.pazarama.com/37,storecat,False
