url1,url2,url1_dir,url2_dir,pair,identical
https://www.donanimhaber.com/endonezya-cumhurbaskani-kaan-projesinde-yer-almak-istiyoruz--190040,https://www.donanimhaber.com/yeni-youtube-para-kazanma-sartlari-turkiye-ye-geldl--171574,www.donanimhaber.com/0,www.donanimhaber.com/1,hh,True
https://www.donanimhaber.com/endonezya-cumhurbaskani-kaan-projesinde-yer-almak-istiyoruz--190040,https://www.donanimhaber.com/chatgpt-artik-kullanicilarin-gecmis-sohbetlerini-hatirlayacak--190052#digergorunum,www.donanimhaber.com/0,www.donanimhaber.com/2,hh,True
https://www.donanimhaber.com/endonezya-cumhurbaskani-kaan-projesinde-yer-almak-istiyoruz--190040,https://www.donanimhaber.com/instagram-hesap-dondurma-nasil-yapilir--146879,www.donanimhaber.com/0,www.donanimhaber.com/3,hh,True
https://www.donanimhaber.com/endonezya-cumhurbaskani-kaan-projesinde-yer-almak-istiyoruz--190040,https://www.donanimhaber.com/f1-hizinda-uzun-mesafeler-ucabilen-hidrojen-elektrikli-ucan-arac--189547,www.donanimhaber.com/0,www.donanimhaber.com/4,hh,True
https://www.donanimhaber.com/endonezya-cumhurbaskani-kaan-projesinde-yer-almak-istiyoruz--190040,https://www.donanimhaber.com/hurjet-icin-motor-sorunu-cozuldu-iste-tum-detaylar--179780#tum-yorumlar,www.donanimhaber.com/0,www.donanimhaber.com/5,hh,True
https://www.donanimhaber.com/endonezya-cumhurbaskani-kaan-projesinde-yer-almak-istiyoruz--190040,https://www.donanimhaber.com/300-adet-milli-muharip-ucak-kaan-uretilecek-iste-detaylar--179215,www.donanimhaber.com/0,www.donanimhaber.com/6,hh,True
https://www.donanimhaber.com/endonezya-cumhurbaskani-kaan-projesinde-yer-almak-istiyoruz--190040,https://www.donanimhaber.com/turkiye-kaan-in-motoru-icin-abd-den-ortak-uretim-talep-etti--172443,www.donanimhaber.com/0,www.donanimhaber.com/7,hh,True
https://www.donanimhaber.com/endonezya-cumhurbaskani-kaan-projesinde-yer-almak-istiyoruz--190040,https://www.donanimhaber.com/elektrikli-porsche-cayenne-in-tasarimi-ortaya-cikti--189811,www.donanimhaber.com/0,www.donanimhaber.com/8,hh,True
https://www.donanimhaber.com/endonezya-cumhurbaskani-kaan-projesinde-yer-almak-istiyoruz--190040,https://www.donanimhaber.com/italyan-devi-leonardo-baykar-ile-uretim-ortakligina-hazirlaniyor--188270,www.donanimhaber.com/0,www.donanimhaber.com/9,hh,True
https://www.donanimhaber.com/endonezya-cumhurbaskani-kaan-projesinde-yer-almak-istiyoruz--190040,https://www.donanimhaber.com/alisveris,www.donanimhaber.com/0,www.donanimhaber.com/10,hh,True
