url,cluster
https://www.mgm.gov.tr/genel/kutuphane.aspx,kut
https://www.mgm.gov.tr/iklim/ozondegerlendirme.aspx,aras
https://www.mgm.gov.tr/iklim/iklim-raporlari.aspx,aras
https://www.mgm.gov.tr/tarim/bitki-soguga-ve-sicaga-dayaniklilik.aspx,bitki
https://www.mgm.gov.tr/veridegerlendirme/il-ve-ilceler-istatistik.aspx?k=&m=OSMANIYE,anl
https://www.mgm.gov.tr/veridegerlendirme/il-ve-ilceler-istatistik.aspx?k=&m=USAK,anl
https://www.mgm.gov.tr/veridegerlendirme/il-ve-ilceler-istatistik.aspx?k=&m=KIRIKKALE,anl
https://www.mgm.gov.tr/veridegerlendirme/il-ve-ilceler-istatistik.aspx?k=&m=TRABZON,anl
https://www.mgm.gov.tr/veridegerlendirme/il-ve-ilceler-istatistik.aspx?k=&m=ESKISEHIR,anl
https://www.mgm.gov.tr/veridegerlendirme/il-ve-ilceler-istatistik.aspx?k=&m=DIYARBAKIR,anl
https://www.mgm.gov.tr/veridegerlendirme/il-ve-ilceler-istatistik.aspx?k=&m=KARAMAN,anl
https://www.mgm.gov.tr/veridegerlendirme/il-ve-ilceler-istatistik.aspx,anl
https://www.mgm.gov.tr/veridegerlendirme/il-ve-ilceler-istatistik.aspx?k=&m=GAZIANTEP,anl
https://www.mgm.gov.tr/veridegerlendirme/il-ve-ilceler-istatistik.aspx?k=&m=HAKKARI,anl
https://www.mgm.gov.tr/veridegerlendirme/il-ve-ilceler-istatistik.aspx?k=&m=SIRNAK,anl
https://www.mgm.gov.tr/veridegerlendirme/il-ve-ilceler-istatistik.aspx?k=&m=HATAY,anl
https://www.mgm.gov.tr/veridegerlendirme/il-ve-ilceler-istatistik.aspx?k=&m=KAHRAMANMARAS,anl
https://www.mgm.gov.tr/veridegerlendirme/il-ve-ilceler-istatistik.aspx?k=&m=MUGLA,anl
https://www.mgm.gov.tr/veridegerlendirme/il-ve-ilceler-istatistik.aspx?k=&m=ICEL,anl
https://www.mgm.gov.tr/veridegerlendirme/il-ve-ilceler-istatistik.aspx?k=&m=BITLIS,anl
https://www.mgm.gov.tr/veridegerlendirme/il-ve-ilceler-istatistik.aspx?k=&m=DUZCE,anl
https://www.mgm.gov.tr/veridegerlendirme/il-ve-ilceler-istatistik.aspx?k=A&m=ANKARA,anl
https://www.mgm.gov.tr/veridegerlendirme/il-ve-ilceler-istatistik.aspx?k=&m=AKSARAY,anl
https://www.mgm.gov.tr/veridegerlendirme/il-ve-ilceler-istatistik.aspx?k=&m=YALOVA,anl
https://www.mgm.gov.tr/veridegerlendirme/il-ve-ilceler-istatistik.aspx?k=&m=ARTVIN,anl
https://www.mgm.gov.tr/veridegerlendirme/il-ve-ilceler-istatistik.aspx?k=&m=ERZINCAN,anl
https://www.mgm.gov.tr/veridegerlendirme/il-ve-ilceler-istatistik.aspx?k=&m=TUNCELI,anl
https://www.mgm.gov.tr/site/gorsel-gunun-fotografi.aspx,gunfot
https://www.mgm.gov.tr/sondurum/en-dusuk-sicakliklar.aspx,son
https://www.mgm.gov.tr/tarim/uygun-ekim-zamani.aspx,uyg
https://www.mgm.gov.tr/kurumsal/proje-oneri.aspx,proj
https://www.mgm.gov.tr/arastirma/asit_yagmurlari.aspx,asit
https://www.mgm.gov.tr/veridegerlendirme/sicaklik-analizi.aspx,sican
