url1,url2,url1_dir,url2_dir,pair,identical
https://www.amazon.com/s/?_encoding=UTF8&k=home%20and%20kitchen&pd_rd_w=sN1eV&content-id=amzn1.sym.5a1e43ac-8800-488a-812b-a43cf4218174&pf_rd_p=5a1e43ac-8800-488a-812b-a43cf4218174&pf_rd_r=YA94VZCF343XS4162ZFC&pd_rd_wg=NmeaM&pd_rd_r=9edf3a25-f15e-439a-9807-12e2a0878c1c&ref_=pd_hp_d_atf_unk,https://www.amazon.com/s?k=home+and+kitchen&rh=n%3A1055398%2Cp_n_feature_keywords_six_browse-bin%3A3254114011&dc&_encoding=UTF8&content-id=amzn1.sym.5a1e43ac-8800-488a-812b-a43cf4218174&pd_rd_r=9edf3a25-f15e-439a-9807-12e2a0878c1c&pd_rd_w=sN1eV&pd_rd_wg=NmeaM&pf_rd_p=5a1e43ac-8800-488a-812b-a43cf4218174&pf_rd_r=YA94VZCF343XS4162ZFC&qid=1736509449&rnid=3254097011&ref=sr_nr_p_n_feature_keywords_six_browse-bin_17&ds=v1%3A%2F7X6eGeY%2FyejqHIPHv7YDfzrEPV4YKE7PuDIkJYD2ik,www.amazon.com/0,www.amazon.com/1,searchsearch,True
https://www.amazon.com/s/?_encoding=UTF8&k=home%20and%20kitchen&pd_rd_w=sN1eV&content-id=amzn1.sym.5a1e43ac-8800-488a-812b-a43cf4218174&pf_rd_p=5a1e43ac-8800-488a-812b-a43cf4218174&pf_rd_r=YA94VZCF343XS4162ZFC&pd_rd_wg=NmeaM&pd_rd_r=9edf3a25-f15e-439a-9807-12e2a0878c1c&ref_=pd_hp_d_atf_unk,https://www.amazon.com/s/?_encoding=UTF8&k=Dinnerware%20%26%20accessories&crid=IBML6MYDLJ4A&sprefix=dinnerware%20%26%20accessorie%2Caps%2C190&ref=nb_sb_noss&pd_rd_w=sN1eV&content-id=amzn1.sym.5a1e43ac-8800-488a-812b-a43cf4218174&pf_rd_p=5a1e43ac-8800-488a-812b-a43cf4218174&pf_rd_r=YA94VZCF343XS4162ZFC&pd_rd_wg=NmeaM&pd_rd_r=9edf3a25-f15e-439a-9807-12e2a0878c1c&ref_=pd_hp_d_atf_unk,www.amazon.com/0,www.amazon.com/2,searchsearch,True
https://www.amazon.com/s/?_encoding=UTF8&k=home%20and%20kitchen&pd_rd_w=sN1eV&content-id=amzn1.sym.5a1e43ac-8800-488a-812b-a43cf4218174&pf_rd_p=5a1e43ac-8800-488a-812b-a43cf4218174&pf_rd_r=YA94VZCF343XS4162ZFC&pd_rd_wg=NmeaM&pd_rd_r=9edf3a25-f15e-439a-9807-12e2a0878c1c&ref_=pd_hp_d_atf_unk,https://www.amazon.com/s/?_encoding=UTF8&k=home&i=garden&rh=n%3A1055398%2Cp_36%3A-5000&s=exact-aware-popularity-rank&dc=&pd_rd_w=cGhML&content-id=amzn1.sym.82545daf-9a90-4f78-b3cc-f9f3e191c9ad&pf_rd_p=82545daf-9a90-4f78-b3cc-f9f3e191c9ad&pf_rd_r=YA94VZCF343XS4162ZFC&pd_rd_wg=NmeaM&pd_rd_r=9edf3a25-f15e-439a-9807-12e2a0878c1c&ref_=pd_hp_d_atf_unk,www.amazon.com/0,www.amazon.com/3,searchsearch,True
https://www.amazon.com/s/?_encoding=UTF8&k=home%20and%20kitchen&pd_rd_w=sN1eV&content-id=amzn1.sym.5a1e43ac-8800-488a-812b-a43cf4218174&pf_rd_p=5a1e43ac-8800-488a-812b-a43cf4218174&pf_rd_r=YA94VZCF343XS4162ZFC&pd_rd_wg=NmeaM&pd_rd_r=9edf3a25-f15e-439a-9807-12e2a0878c1c&ref_=pd_hp_d_atf_unk,https://www.amazon.com/s?k=home+and+kitchen&rh=p_n_deal_type%3A23566065011&dc&_encoding=UTF8&content-id=amzn1.sym.5a1e43ac-8800-488a-812b-a43cf4218174&pd_rd_r=9edf3a25-f15e-439a-9807-12e2a0878c1c&pd_rd_w=sN1eV&pd_rd_wg=NmeaM&pf_rd_p=5a1e43ac-8800-488a-812b-a43cf4218174&pf_rd_r=YA94VZCF343XS4162ZFC&qid=1736509449&rnid=23566063011&ref=sr_nr_p_n_deal_type_1&ds=v1%3AOuOULqN08x0B8%2FK%2BCsqBGu0Q5hsgjic32UmoKn%2Fix2Q,www.amazon.com/0,www.amazon.com/4,searchsearch,True
https://www.amazon.com/s/?_encoding=UTF8&k=home%20and%20kitchen&pd_rd_w=sN1eV&content-id=amzn1.sym.5a1e43ac-8800-488a-812b-a43cf4218174&pf_rd_p=5a1e43ac-8800-488a-812b-a43cf4218174&pf_rd_r=YA94VZCF343XS4162ZFC&pd_rd_wg=NmeaM&pd_rd_r=9edf3a25-f15e-439a-9807-12e2a0878c1c&ref_=pd_hp_d_atf_unk,https://www.amazon.com/s?k=home&i=garden&rh=n%3A1055398%2Cp_36%3A-5000%2Cp_123%3A22892&s=exact-aware-popularity-rank&dc&_encoding=UTF8&content-id=amzn1.sym.82545daf-9a90-4f78-b3cc-f9f3e191c9ad&pd_rd_r=9edf3a25-f15e-439a-9807-12e2a0878c1c&pd_rd_w=cGhML&pd_rd_wg=NmeaM&pf_rd_p=82545daf-9a90-4f78-b3cc-f9f3e191c9ad&pf_rd_r=YA94VZCF343XS4162ZFC&qid=1736509537&rnid=85457740011&ref=sr_nr_p_123_28&ds=v1%3AEpZZCxWfqAuEmyogNFcUrjHuMDMO8OO3U1akJ4Lrcmw,www.amazon.com/0,www.amazon.com/5,searchsearch,True
https://www.amazon.com/s/?_encoding=UTF8&k=home%20and%20kitchen&pd_rd_w=sN1eV&content-id=amzn1.sym.5a1e43ac-8800-488a-812b-a43cf4218174&pf_rd_p=5a1e43ac-8800-488a-812b-a43cf4218174&pf_rd_r=YA94VZCF343XS4162ZFC&pd_rd_wg=NmeaM&pd_rd_r=9edf3a25-f15e-439a-9807-12e2a0878c1c&ref_=pd_hp_d_atf_unk,https://www.amazon.com/s/?_encoding=UTF8&k=toys&rh=p_36%3A-2500&pd_rd_w=lk3bc&content-id=amzn1.sym.44da4965-9668-4613-bec2-a3a75f0c2ad4&pf_rd_p=44da4965-9668-4613-bec2-a3a75f0c2ad4&pf_rd_r=YA94VZCF343XS4162ZFC&pd_rd_wg=NmeaM&pd_rd_r=9edf3a25-f15e-439a-9807-12e2a0878c1c&ref_=pd_hp_d_atf_unk,www.amazon.com/0,www.amazon.com/6,searchsearch,True
https://www.amazon.com/s/?_encoding=UTF8&k=home%20and%20kitchen&pd_rd_w=sN1eV&content-id=amzn1.sym.5a1e43ac-8800-488a-812b-a43cf4218174&pf_rd_p=5a1e43ac-8800-488a-812b-a43cf4218174&pf_rd_r=YA94VZCF343XS4162ZFC&pd_rd_wg=NmeaM&pd_rd_r=9edf3a25-f15e-439a-9807-12e2a0878c1c&ref_=pd_hp_d_atf_unk,https://www.amazon.com/s?k=home+and+kitchen&rh=n%3A1055398%2Cp_n_feature_keywords_six_browse-bin%3A3254099011&dc&_encoding=UTF8&content-id=amzn1.sym.5a1e43ac-8800-488a-812b-a43cf4218174&pd_rd_r=9edf3a25-f15e-439a-9807-12e2a0878c1c&pd_rd_w=sN1eV&pd_rd_wg=NmeaM&pf_rd_p=5a1e43ac-8800-488a-812b-a43cf4218174&pf_rd_r=YA94VZCF343XS4162ZFC&qid=1736509449&rnid=3254097011&ref=sr_nr_p_n_feature_keywords_six_browse-bin_2&ds=v1%3A0amMvs7aA5S9%2FI%2FcHIfrdOCwaOvIqR2xiNL%2BrkYbd74,www.amazon.com/0,www.amazon.com/7,searchsearch,True
https://www.amazon.com/s/?_encoding=UTF8&k=home%20and%20kitchen&pd_rd_w=sN1eV&content-id=amzn1.sym.5a1e43ac-8800-488a-812b-a43cf4218174&pf_rd_p=5a1e43ac-8800-488a-812b-a43cf4218174&pf_rd_r=YA94VZCF343XS4162ZFC&pd_rd_wg=NmeaM&pd_rd_r=9edf3a25-f15e-439a-9807-12e2a0878c1c&ref_=pd_hp_d_atf_unk,https://www.amazon.com/s?k=home&i=garden&rh=n%3A1055398%2Cp_36%3A-5000%2Cp_123%3A1185487&s=exact-aware-popularity-rank&dc&_encoding=UTF8&content-id=amzn1.sym.82545daf-9a90-4f78-b3cc-f9f3e191c9ad&pd_rd_r=9edf3a25-f15e-439a-9807-12e2a0878c1c&pd_rd_w=cGhML&pd_rd_wg=NmeaM&pf_rd_p=82545daf-9a90-4f78-b3cc-f9f3e191c9ad&pf_rd_r=YA94VZCF343XS4162ZFC&qid=1736509537&rnid=85457740011&ref=sr_nr_p_123_22&ds=v1%3AqJDB0xXxz%2BsJdecufjeX6owUtBeh0mqzOW1ZrBuKmN8,www.amazon.com/0,www.amazon.com/8,searchsearch,True
https://www.amazon.com/s/?_encoding=UTF8&k=home%20and%20kitchen&pd_rd_w=sN1eV&content-id=amzn1.sym.5a1e43ac-8800-488a-812b-a43cf4218174&pf_rd_p=5a1e43ac-8800-488a-812b-a43cf4218174&pf_rd_r=YA94VZCF343XS4162ZFC&pd_rd_wg=NmeaM&pd_rd_r=9edf3a25-f15e-439a-9807-12e2a0878c1c&ref_=pd_hp_d_atf_unk,https://www.amazon.com/s?k=toys&rh=n%3A165793011%2Cp_36%3A-2500%2Cp_n_feature_browse-bin%3A3233080011&dc&_encoding=UTF8&content-id=amzn1.sym.44da4965-9668-4613-bec2-a3a75f0c2ad4&pd_rd_r=9edf3a25-f15e-439a-9807-12e2a0878c1c&pd_rd_w=lk3bc&pd_rd_wg=NmeaM&pf_rd_p=44da4965-9668-4613-bec2-a3a75f0c2ad4&pf_rd_r=YA94VZCF343XS4162ZFC&qid=1736509566&rnid=373456011&ref=sr_nr_p_n_feature_browse-bin_6&ds=v1%3Ab7D7vADQ%2FP8qCUMgGw%2BTXJJaH8FfYKKyPvuGq27L5PA,www.amazon.com/0,www.amazon.com/9,searchsearch,True
https://www.amazon.com/s/?_encoding=UTF8&k=home%20and%20kitchen&pd_rd_w=sN1eV&content-id=amzn1.sym.5a1e43ac-8800-488a-812b-a43cf4218174&pf_rd_p=5a1e43ac-8800-488a-812b-a43cf4218174&pf_rd_r=YA94VZCF343XS4162ZFC&pd_rd_wg=NmeaM&pd_rd_r=9edf3a25-f15e-439a-9807-12e2a0878c1c&ref_=pd_hp_d_atf_unk,https://www.amazon.com/s?k=toys&rh=n%3A165793011%2Cp_36%3A-2500%2Cp_123%3A387259&dc&_encoding=UTF8&content-id=amzn1.sym.44da4965-9668-4613-bec2-a3a75f0c2ad4&pd_rd_r=9edf3a25-f15e-439a-9807-12e2a0878c1c&pd_rd_w=lk3bc&pd_rd_wg=NmeaM&pf_rd_p=44da4965-9668-4613-bec2-a3a75f0c2ad4&pf_rd_r=YA94VZCF343XS4162ZFC&qid=1736509566&rnid=85457740011&ref=sr_nr_p_123_30&ds=v1%3AnBb8h9c2frH%2BXH0hHwKeHDkKCFv%2B5ubVyhXi5y2gBzs,www.amazon.com/0,www.amazon.com/10,searchsearch,True
