url1,url2,url1_dir,url2_dir,pair,identical
https://www.trendyol.com/arcelik/cm-6342-in-cay-makinesi-p-810039483,https://www.trendyol.com/arcelik/900-kmx-9-kg-a-kurutma-makinesi-p-796119952,www.trendyol.com/0,www.trendyol.com/1,ürünürün,True
https://www.trendyol.com/arcelik/cm-6342-in-cay-makinesi-p-810039483,https://www.trendyol.com/arcelik/md-201-s-mikrodalga-firin-p-339211448,www.trendyol.com/0,www.trendyol.com/2,ürünürün,True
https://www.trendyol.com/arcelik/cm-6342-in-cay-makinesi-p-810039483,https://www.trendyol.com/tchibo/profesional-special-filtre-kahve-4x250gr-p-52915799,www.trendyol.com/0,www.trendyol.com/3,ürünürün,True
https://www.trendyol.com/arcelik/cm-6342-in-cay-makinesi-p-810039483,https://www.trendyol.com/helly-hansen/helly-hansen-w-daybreaker-snap-kadin-yesil-polar-49535-489-p-865693680,www.trendyol.com/0,www.trendyol.com/4,ürünürün,True
https://www.trendyol.com/arcelik/cm-6342-in-cay-makinesi-p-810039483,https://www.trendyol.com/kumtel/fanli-isitici-2000-w-lx-6331-gri-p-66082951,www.trendyol.com/0,www.trendyol.com/5,ürünürün,True
https://www.trendyol.com/arcelik/cm-6342-in-cay-makinesi-p-810039483,https://www.trendyol.com/arcelik-x-b626,www.trendyol.com/0,www.trendyol.com/6,ürünmarka,False
https://www.trendyol.com/arcelik/cm-6342-in-cay-makinesi-p-810039483,https://www.trendyol.com/arcelik-davlumbaz-x-b626-c103627,www.trendyol.com/0,www.trendyol.com/7,ürünmarka,False
https://www.trendyol.com/arcelik/cm-6342-in-cay-makinesi-p-810039483,https://www.trendyol.com/tchibo-x-b993,www.trendyol.com/0,www.trendyol.com/8,ürünmarka,False
https://www.trendyol.com/arcelik/cm-6342-in-cay-makinesi-p-810039483,https://www.trendyol.com/penti-x-b125,www.trendyol.com/0,www.trendyol.com/9,ürünmarka,False
https://www.trendyol.com/arcelik/cm-6342-in-cay-makinesi-p-810039483,https://www.trendyol.com/sr?wb=125&vr=size|group-2-3-yas,www.trendyol.com/0,www.trendyol.com/10,ürünmarka,False
https://www.trendyol.com/arcelik/cm-6342-in-cay-makinesi-p-810039483,https://www.trendyol.com/sr?wb=125&vr=size|group-3xl,www.trendyol.com/0,www.trendyol.com/11,ürünmarka,False
https://www.trendyol.com/arcelik/cm-6342-in-cay-makinesi-p-810039483,https://www.trendyol.com/arcelik-beyaz-televizyon-x-b626-r3-c104156,www.trendyol.com/0,www.trendyol.com/12,ürünmarka,False
https://www.trendyol.com/arcelik/cm-6342-in-cay-makinesi-p-810039483,https://www.trendyol.com/arcelik-termosifon-x-b626-c104085,www.trendyol.com/0,www.trendyol.com/13,ürünmarka,False
https://www.trendyol.com/arcelik/cm-6342-in-cay-makinesi-p-810039483,https://www.trendyol.com/arcelik-hazir-gunes-enerji-sistemleri-x-b626-c143990,www.trendyol.com/0,www.trendyol.com/14,ürünmarka,False
https://www.trendyol.com/arcelik/cm-6342-in-cay-makinesi-p-810039483,https://www.trendyol.com/sr?wb=125&vr=size|group-75c,www.trendyol.com/0,www.trendyol.com/15,ürünmarka,False
https://www.trendyol.com/arcelik/cm-6342-in-cay-makinesi-p-810039483,https://www.trendyol.com/freshlife-x-b146451,www.trendyol.com/0,www.trendyol.com/16,ürünmarka,False
https://www.trendyol.com/arcelik/cm-6342-in-cay-makinesi-p-810039483,https://www.trendyol.com/penti-omuz-cantasi-x-b125-c101465,www.trendyol.com/0,www.trendyol.com/17,ürünmarka,False
https://www.trendyol.com/arcelik/cm-6342-in-cay-makinesi-p-810039483,https://www.trendyol.com/tchibo-sweatshirt-x-b993-c1179,www.trendyol.com/0,www.trendyol.com/18,ürünmarka,False
https://www.trendyol.com/arcelik/cm-6342-in-cay-makinesi-p-810039483,https://www.trendyol.com/penti-iclik-x-b125-c103713,www.trendyol.com/0,www.trendyol.com/19,ürünmarka,False
https://www.trendyol.com/arcelik/cm-6342-in-cay-makinesi-p-810039483,https://www.trendyol.com/penti-kolye-x-b125-c102,www.trendyol.com/0,www.trendyol.com/20,ürünmarka,False
https://www.trendyol.com/arcelik/cm-6342-in-cay-makinesi-p-810039483,https://www.trendyol.com/penti-elbise-x-b125-c56,www.trendyol.com/0,www.trendyol.com/21,ürünmarka,False
https://www.trendyol.com/arcelik/cm-6342-in-cay-makinesi-p-810039483,https://www.trendyol.com/tchibo-sicak-su-torbasi-ve-isitici-ped-x-b993-c144529,www.trendyol.com/0,www.trendyol.com/22,ürünmarka,False
https://www.trendyol.com/arcelik/cm-6342-in-cay-makinesi-p-810039483,https://www.trendyol.com/sr?wb=993&pbi=true,www.trendyol.com/0,www.trendyol.com/23,ürünmarka,False
https://www.trendyol.com/arcelik/cm-6342-in-cay-makinesi-p-810039483,https://www.trendyol.com/penti-fantezi-jartiyer-x-b125-c109043,www.trendyol.com/0,www.trendyol.com/24,ürünmarka,False
https://www.trendyol.com/arcelik/cm-6342-in-cay-makinesi-p-810039483,https://www.trendyol.com/arcelik-cay-makinesi-x-b626-c108890,www.trendyol.com/0,www.trendyol.com/25,ürünmarka,False
https://www.trendyol.com/arcelik/cm-6342-in-cay-makinesi-p-810039483,https://www.trendyol.com/arcelik-tv-aksesuari-x-b626-c104461,www.trendyol.com/0,www.trendyol.com/26,ürünmarka,False
https://www.trendyol.com/arcelik/cm-6342-in-cay-makinesi-p-810039483,https://www.trendyol.com/tchibo-termometre-nem-olcer-x-b993-c165820,www.trendyol.com/0,www.trendyol.com/27,ürünmarka,False
https://www.trendyol.com/arcelik/cm-6342-in-cay-makinesi-p-810039483,https://www.trendyol.com/sinbo-x-b656,www.trendyol.com/0,www.trendyol.com/28,ürünmarka,False
https://www.trendyol.com/arcelik/cm-6342-in-cay-makinesi-p-810039483,https://www.trendyol.com/toshiba-bilgisayar-x-b108145-c108656,www.trendyol.com/0,www.trendyol.com/29,ürünmarka,False
https://www.trendyol.com/arcelik/cm-6342-in-cay-makinesi-p-810039483,https://www.trendyol.com/gipta-hesap-makinesi-x-b106309-c104462,www.trendyol.com/0,www.trendyol.com/30,ürünmarka,False
